source_id,source_name,relation,target_id,target_name,note,relation_type
814,bleeding,status_effect,1120,blood loss,Bleeding causes rapid health loss when triggered by certain weapons.,
815,blessing,status_effect,1039,divine protection,Blessings imbue weapons or characters with divine magic or holy effects.,
816,dark,associated_with,5,abyss,The element of Dark is intrinsically tied to the Abyss and its moral weight.,
818,dragons,can_drop,1119,weapons_from_tails,Some dragon tails can be severed and forged into powerful weapons.,
818,dragons,time_period,987,age_before_fire,Dragons are remnants of the world that existed before the Age of Fire.,
819,drake,subtype_of,818,dragons,Lesser kin of dragons; often hunted for their tails to forge weapons.,type_hierarchy
820,serpent man,inhabits,30,sen's fortress,Slithering creatures who serve as guardians of Sen's Fortress; imprison adventurers.,location_association
822,arstor of carim,holds_title,826,earl of carim,Earl of Carim; creator of a curved sword capable of bypassing shield defenses.,title_association
822,arstor of carim,associated_with,638,purging stone,"Owner of the Purging Stone, linked to Carim.",item_association
823,chaos fire,created_by,828,witch of izalith,"Wild, unstable fire born from the Witch of Izalith's corruption.",origin
824,fire,initiates,942,age of fire,A cosmic force that introduced disparity and began the Age of Fire.,event_trigger
825,occult,effective_against,1251,divine beings,Dark energy capable of harming divine beings; often used in forbidden rites.,effectiveness
826,earl of carim,held_by,822,arstor of carim,Title held by Arstor; associated with cursed and evasive weaponry.,title_holder
827,lord of cinder,title_of,71,gwyn,Title borne by Gwyn after linking the First Flame.,title_assignment
828,witch of izalith,mother_of,67,quelaag,"Mother of Quelaag, associated with Chaos.",familial
828,witch of izalith,creator_of,829,chaos demons,One of the original Lords; her failed flame ritual birthed chaos demons.,origin
828,witch of izalith,mother_of,782,quelana,"Quelana's mother, described as one of the primeval Lords who tried to recreate the First Flame and failed.",familial
829,chaos demons,faced_by,833,black knights,Faced by Black Knights; responsible for charring their armor.,conflict
828,witch of izalith,creator_of,73,bed of chaos,The monster known as Bed of Chaos is a direct result of the Witch's failed attempt to recreate the First Flame.,origin
828,witch of izalith,associated_with,192,izalith catalyst,Her connection to the catalyst reinforces her origin as a powerful flame sorceress prior to chaos.,artifact_association
828,witch of izalith,bearer_of,747,lord soul,She is one of the four original beings who obtained a Lord Soul from the depths of the First Flame.,possession
828,witch of izalith,soul_required_for,750,lordvessel,Her soul is one of the four required to open access to the Kiln of the First Flame and fulfill the Chosen Undead's destiny.,quest_requirement
828,witch of izalith,catalyst_of,920,flame of chaos,"Her attempt to replicate the First Flame gave rise to the Flame of Chaos, marking the transition from ordered fire to demonic chaos.",transformation
830,ghosts,can_be_damaged_by,798,cursed weapons,Spirits of the dead; can only be harmed by cursed weapons.,mechanical_property
830,ghosts,haunt,4,new londo,Dangerous cursed beings haunting the ruins of New Londo.,location_association
831,capra demons,associated_with,1431,brutality and strength,"Lesser demons using dual heavy blades, symbolizing brute strength.",attribute
832,knights of berenike,use,235,tower shield,Known for massive tower shields and heavy armor.,equipment_usage
832,knights of berenike,went,924,hollow,Many became Undead and went Hollow after reaching Lordran.,transformation
832,knights of berenike,wield,1021,gigantic greatswords,Known for using brute force weapons.,equipment_usage
833,black knights,formerly_served,71,gwyn,Elite undead warriors who served Lord Gwyn.,historical_association
833,black knights,fight_against,829,chaos demons,They now wander Lordran fighting chaos demons.,enemy_of
834,painting guardians,protect,36,painted world of ariamis,Protectors of the painted world in Anor Londo.,role
834,painting guardians,fight_with,1084,curved swords,They wield unique curved swords with dance-like technique.,weapon_type
835,servants of gravelord nito,follow,63,nito,"Followers of the first of the dead, Gravelord Nito.",allegiance
835,servants of gravelord nito,wield,1135,bone-crafted swords,Weapons emit miasma and are made from bone.,equipment_usage
836,eastern land,origin_of,1042,katana craftsmanship,Region famed for katana and curved blade techniques.,cultural_association
836,eastern land,home_of,861,spooks,Spooks who resist bleed and poison originate here.,inhabitants
837,lordran,destination_of,935,chosen undead,The land where the pilgrimage of the Undead begins.,narrative_function
837,lordran,contains,878,archtrees,Region of ancient divine artifacts and archtrees.,feature
838,old church,home_of,794,andre of astora,Located near Undead Parish; houses the blacksmith Andre.,location_association
839,undead church,contains,879,bell of awakening,Sanctified location guarding one of the Bells.,location_association
839,undead church,guarded_by,70,bell gargoyles,The Bell of Awakening is protected by gargoyles.,defended_by
840,lightning,used_in_weapon_forging,978,divine weapons,Elemental force channeled through divine weapons; forged by skilled blacksmiths.,property_of
840,lightning,effective_against,1065,armored foes,Elemental force tied to gods and divine weapons; devastating against armored foes.,effectiveness
841,thrust damage,damage_type,1065,armored foes,Piercing attack useful against armored enemies; bypasses defenses.,effectiveness
842,chaos demon,created_from,1093,failed flame sorcery,Mutated entities born from failed flame sorcery tied to Izalith.,origin
842,chaos demon,related_to,1018,legacy of izalith,Tied to the legacy of Izalith.,association
843,ricard,holds_title,846,undead prince,Noble of undead origin known for rapier techniques.,title
844,velka,is_a,845,goddess of sin,Deity associated with sin and salvation.,identity
844,velka,oversees,621,book of the guilty,Overseer of the Book of the Guilty and punisher of the sinful.,governance
844,velka,associated_with,893,pardoners,Served by pardoners who wield enchanted black garments.,affiliation
844,velka,creator_of,528,ring of sacrifice,Creator of the Ring of Sacrifice.,creation
847,taurus demons,role,1166,castle guardians,Horned demons wielding crude weapons and guarding walls.,function
848,undead merchant,sells,1075,reinforced unstable weapons,Peddler in Undead Burg dealing in unstable weapons.,activity
849,way of white,grants,1032,holy weapons,Clerical faith that blesses weapons and grants divine power.,effect
849,way of white,associated_with,1180,paladin,Clerical order that grants titles such as Paladin.,affiliation
850,clerics,wield_weapon_type,1391,blunt weapons,Clerics commonly use blunt weapons in battle.,attribute
850,clerics,serve_faction_type,1045,faith-based factions,Clerics are affiliated with religious or miracle-based groups.,affiliation
850,clerics,performed_rite,937,kindling,Clerics were the original custodians of the rite of Kindling.,ritual
850,clerics,targeted_by,780,patches,Patches often mocks or targets clerics for their self-righteousness.,interaction
851,giant blacksmith,resides_in,31,anor londo,The Giant Blacksmith lives in Anor Londo.,location
851,giant blacksmith,crafts,1179,lightning-based weapons,Specializes in crafting weapons imbued with lightning.,ability
851,giant blacksmith,crafted_item,1147,lightning bolts,He crafted Lightning Bolts using wood safely.,creation
851,giant blacksmith,follows_specifications_of,1077,ancient warriors,His designs adhere to ancient warrior standards.,reference
852,havel the rock,wields,149,dragon tooth,"Havel uses the Dragon Tooth, a massive indestructible weapon.",equipment
852,havel the rock,owns,238,havel's greatshield,His greatshield is made from stone and imbued with magic.,equipment
852,havel the rock,has_trait,1390,resists flame and magic,Known for resilience to flame and magic.,attribute
852,havel the rock,wears,1430,heavy rock armor,His armor is extremely heavy and durable.,equipment
852,havel the rock,has_followers_with_trait,1267,tenacity and resilience,His followers share his endurance and toughness.,affiliation
852,havel the rock,ally_of,71,gwyn,Havel was a battlefield ally of Lord Gwyn.,relation
852,havel the rock,opposes,863,magic,He devised miracles to resist magic due to his hatred of it.,opposition
852,havel the rock,devised,610,great magic barrier,He created this miracle to resist magic.,creation
853,north undead asylum,birthplace_of,935,chosen undead,The Chosen Undead begins their journey here.,location
853,north undead asylum,occupied_by,1057,lesser demons,Later taken over by low-ranking demons.,status
854,dragonslayer,title_held_by,66,ornstein,Ornstein is the one known as the Dragonslayer.,identity
854,dragonslayer,uses,1121,lightning-charged spear,Famous for using a spear infused with lightning.,equipment
854,dragonslayer,effective_against,818,dragons,Known for piercing dragon hides.,combat
855,four knights,served,71,gwyn,Elite warriors who served under Lord Gwyn.,affiliation
855,four knights,includes,66,ornstein,Ornstein was one of the Four Knights.,composition
855,four knights,includes,58,artorias,Artorias was one of the Four Knights.,composition
855,four knights,includes,768,gough,Gough was one of the Four Knights.,composition
855,four knights,includes,759,ciaran,Ciaran was one of the Four Knights.,composition
856,blacksmith,includes,794,andre,"Blacksmiths include Andre, a known craftsman.",grouping
856,blacksmith,includes,790,vamos,"Blacksmiths include Vamos, who works in Catacombs.",grouping
856,blacksmith,includes,851,giant blacksmith,Blacksmiths include Giant Blacksmith who resides in Anor Londo.,grouping
857,batwing demons,type_of,829,chaos demons,They are a variant of chaos demons.,classification
857,batwing demons,found_in,31,anor londo,They appear in Anor Londo.,location
857,batwing demons,wield,1012,lightning-imbued weapons,Their weapons are enchanted with lightning.,equipment
858,channelers,serve,68,seath,Channelers serve Seath the Scaleless.,affiliation
858,channelers,use,1272,tridents,Their weapons of choice are tridents.,equipment
858,channelers,abduct,1246,humans,They capture humans for experimentation.,action
858,channelers,travel_to,1392,distant lands,They journey to distant areas to obtain specimens.,behavior
859,giant sentinels,guard,31,anor londo,They are assigned to protect Anor Londo.,duty
859,giant sentinels,wield,1022,brass halberds infused with lightning,They use halberds with lightning enchantments.,equipment
859,giant sentinels,wear,430,brass armor,Their armor is extremely heavy and brass-plated.,equipment
860,butterfly,refers_to,56,moonlight butterfly,Magical creature created by Seath,descriptive
861,spooks,originates_from,836,eastern land,Eastern land known for stealth combat and bleeding resistance,lore
861,spooks,uses,1232,claws,Preferred tools of assassination; effective with bleeding damage,combat
862,titanite demon,born_of,1320,titanite,Manifestation of titanite power; faceless and resilient,descriptive
862,titanite demon,wields,1352,enchanted polearms,Weapon imbued with magic; known for leaping attacks,combat
863,magic,used_by,1331,sorcerers,Channeled by figures like Seath for arcane power,usage
863,magic,enhances,1423,weapons and spells,Used to strengthen both ranged and melee capabilities,effect
864,chaos flame,source_of,1072,pyromancy,Foundation of pyromantic arts; birthed from flame ritual,lore
864,chaos flame,engulfed,868,izalith,Consumed the city during the Witch's failed flame replication,event
865,dragonslayers,led_by,768,hawkeye gough,Leader famed for greatbow mastery and dragon hunting prowess,hierarchy
865,dragonslayers,specializes_in,1285,dragon hunting,Use of heavy arrows and greatbows in anti-dragon warfare,role
866,eidas,crafted,182,avelyn,"Renowned for forging ornate, triple-shot repeating crossbow",creation
867,great swamp,home_of,895,pyromancers,Sanctuary for those who master the Pyromancy Flame,location
867,great swamp,origin_of,1013,pyromancies,Birthplace of many fire arts; linked to Salaman and Eingyi,origin
868,izalith,linked_to,828,witch of izalith,Site of the Witch's failed flame ritual; birthplace of chaos,lore
868,izalith,location_of,709,chaos flame ember,Residue of flame transformation found in the ruins,lore
868,izalith,beneath,1216,fair lady's domain,Ruined city lying under the domain of one of the Witch's daughters,geographic
869,oolacile,home_of,40,dusk,Princess of a lost land tied to ancient light sorceries,lore
869,oolacile,associated_with,1188,gentle sorceries,Sorceries focused on light and concealment; pre-Abyss,magic
869,oolacile,afflicted_by,5,abyss,Fell into darkness after disturbing the grave of the primeval man,event
869,oolacile,mentioned_in,751,broken pendant,Artifact traces its magical origin to Oolacile’s legacy,reference
870,pharis,associated_with,176,black bow of pharis,Heroic archer known for legendary long-range accuracy,lore
870,pharis,ranked_alongside,768,hawkeye gough,Renowned human archer compared to one of Gwyn’s Four Knights,descriptive
871,vinheim dragon school,associated_with,1099,standard catalysts,Primary institution where most catalysts are learned and used,usage
871,vinheim dragon school,origin_of,546,great soul arrow,Known for producing structured sorcery and formal discipline,origin
871,vinheim dragon school,home_of,784,rickert,Identified as the homeland of major sorcery characters,location
871,vinheim dragon school,home_of,774,big hat logan,Identified as the homeland of major sorcery characters,location
872,thorolund,origin_of,197,thorolund talisman,Religious artifact linked to the region’s clerical tradition,origin
872,thorolund,home_of,849,way of white,Region central to the clerical hierarchy and mission routes,location
872,thorolund,stated_by,783,reah,Identified as Reah’s homeland in her dialogue,reference
872,thorolund,homeland_of,791,vince,Cleric who travels on pilgrimage with Nico and others,lore
873,catacombs necromancer,wields,202,skull lantern,Used to illuminate dark areas like Tomb of the Giants,combat
873,catacombs necromancer,connected_to,28,tomb of the giants,Contextual association through item and location use,lore
878,great stone archtrees,ancestor_of,1394,giant trees in lordran,Described as ancient world trees predating the Age of Fire,descriptive
878,great stone archtrees,influences,1276,shield crafting,"Referenced as influencing ancient shield designs (e.g., ID 1147, 1156)",design
875,mountain bandits,associated_with,224,spider shield,Shield provides poison resistance and is linked to bandits,combat
876,darkwraith kirk,owner_of,225,spiked shield,Causes bleeding and enables offensive shield use,combat
877,catarina,associated_with,230,pierce shield,Shield type favored by knights from this region,combat
879,bell of awakening,guarded_by,70,bell gargoyle,"Located above Undead Church, triggers mysterious event",location
879,bell of awakening,requires,1015,ringing of two bells,"One above, one below—event necessary to continue journey",event
880,lord's hunters,uses,1036,red feather arrows,Used for elite long-range sniping,combat
882,followers of the occult,associated_with,63,gravelord nito,Sought to steal his power to challenge the gods,lore
882,followers of the occult,associated_with,257,effigy shield,Shield tied to their heretical protection against divine forces,item
883,undead paladin,granted,258,sanctus,Holy shield bestowed by the Way of White,item
883,undead paladin,blessed_by,1310,white flame,Once touched by sacred flame of the Way of White,event
884,forest sanctuary,guarded_by,813,stone knights,"Immense, silent protectors of the sanctuary",enemy
884,forest sanctuary,inhabited_by,885,scarecrows,Wooden servitors who roam the sanctuary fields,enemy
884,forest sanctuary,source_of,1294,unique weapons,Rare forest-linked weapons found here,item
885,scarecrows,wield,266,four-pronged plow,Primitive tool used as weapon by these wooden beings,weapon
886,knights of catarina,associated_with,877,catarina,"Their homeland, reflected in their equipment and values",origin
886,knights of catarina,known_for,1060,distinctive armor,Rounded onion-shaped armor often mocked in appearance,trait
887,brigands,operate_in,1293,mountains,Mountain raiders skilled in ambushes and survival,region
887,brigands,wear,1081,light armor,Prioritize agility and mobility for fast attacks,equipment
888,cathedral of anor londo,located_in,31,anor londo,Major sacred structure central to the city's divine authority,location
888,cathedral of anor londo,guarded_by,54,executioner smough,Massive sentinel who defends the cathedral,enemy
889,goddess fina,worshipped_by,47,lautrec,His devotion shown through his armor and dialogue,devotion
889,goddess fina,symbolized_in,1317,armor of favor,The set reflects her supposed affection and grace,representation
890,zena,birthplace_of,762,domhnall,Eccentric merchant hailing from this ancient land,origin
890,zena,associated_with,991,wisdom and exploration,Land famed for wandering scholars and ornate attire,trait
891,hollowed knight,wears,317,crystalline armor,Armor offers high defense and shows partial crystallization,equipment
892,sealers of new londo,sealed_away,810,darkwraiths,Flooded New Londo to contain them,event
892,sealers of new londo,sealed_away,72,four kings,Flooded New Londo to contain them,event
892,sealers of new londo,known_for,1152,crimson attire,Their garb symbolizes healing origins and ritual roles,descriptive
893,velka's pardoners,serve,844,velka,Clerics devoted to absolution of sin and judgment,affiliation
894,thorns armor,worn_by,45,kirk,"Armor causes damage when rolling, tied to Kirk’s aggressive tactics",usage
895,pyromancers of the great swamp,originates_from,867,great swamp,Practitioners of pyromancy hardened by harsh environments,lore
896,great paintings of ariamis,guarded_by,834,painting guardians,Mythic artworks protected in Anor Londo,role
897,way of white priests,associated_with,872,thorolund,Represent religious hierarchy and spiritual purification rites,affiliation
898,fire keeper,stationed_at,2,firelink shrine,"Mute maiden tending the bonfire, linked to Estus and sacrifice",location
898,fire keeper,associated_with,1381,dingy set,Symbolic attire tied to her martyrdom,equipment
899,traveling maidens,wear,1184,white attire,Ceremonial garb offering minimal protection,descriptive
900,mausoleum of the spiral depths,inhabited_by,69,dark sun gwyndolin,Chamber in Anor Londo tied to the Blades of the Darkmoon,location
901,daughters of chaos,descendants_of,828,witch of izalith,Transformed by the Flame of Chaos; some became demons,lore
902,hollow thieves,wears,1101,leather gear,Used to suppress noise during stealth attacks,combat
902,hollow thieves,is_type_of,804,undead,Stealth-based enemies with high agility,classification
903,hollow warriors,used_to_be,1170,human soldiers,Now undead enemies wearing tattered gear,lore
904,undead man-eating cook,associated_with,1105,patchwork sack,Enemy in the Depths with possible cannibalistic traits,lore
905,ancient god,symbolized_by,471,symbol of avarice,"Depicted by mimic-head helm, associated with greed and shame",symbolism
906,pinwheel,stole_power_from,63,gravelord nito,Necromancer who reigns over the Catacombs,event
906,pinwheel,associated_with,1139,three masks,"Represents father, mother, and child",symbolism
907,fang boar,head_used_as,1064,boar helm,Decapitated enemy whose head becomes a wearable helm,item_origin
907,fang boar,associated_with,1107,dragon hunting rituals,Fully-armored beast linked to ancient rituals,lore
908,secret sorcerers,part_of,871,vinheim dragon school,"Operate in secrecy, specializing in sound-based sorcery",group
909,oolacile resident,transformed_by,59,manus,"Victim of the Abyss, transformed into bloated head-form",event
910,oolacile sorcerer,originates_from,869,oolacile,Sorcerer whose humanity turned wild,lore
910,oolacile sorcerer,wears,502,bloated head,Enchanted head-form indicating sorcerous origin,symbolism
911,allfather lloyd,related_to,71,gwyn,His uncle and patron of the Way of White,family
911,allfather lloyd,referenced_in,517,white seance ring,Cleric figure revered by undead hunters,reference
911,allfather lloyd,depicted_on,664,gold coin,Symbol of divine authority and reverence,symbolism
912,head bishop of the way of white,leads,849,way of white,High clerical figure overseeing the Way of White’s hierarchy and rituals.,hierarchy
912,head bishop of the way of white,located_in,872,thorolund,"Based in Thorolund, spiritual homeland of many clerics and paladins.",geographic
912,head bishop of the way of white,entrusted_with,1129,divine ring,Bearer of a divine ring symbolizing religious authority.,ownership
913,flame god flann,husband_of,770,gwynevere,Mythic union referenced in Gwynevere’s ring; symbolizes a divine marriage.,familial
913,flame god flann,mentioned_in,531,ring of the sun princess,Referenced in the ring that boosts miracle power; associated with divine favor.,reference
914,evil eye,assaulted,808,astora,Dark beast that once attacked Astora; said to be sealed in a cursed ring.,event
914,evil eye,bound_within,536,ring of the evil eye,"Its presence is trapped inside the ring, which drains enemy vitality.",binding
915,fina,symbolized_by,537,ring of favor and protection,"Her ring bestows increased stamina, HP, and equipment load; linked to divine blessing.",artifact
915,fina,revered_by,47,lautrec,"Lautrec acts in devotion to her, even murdering in her name.",devotion
916,lord gwyn's firstborn,created,614,sunlight blade,Final miracle left behind after his fall from grace; symbol of lost glory.,creation
916,lord gwyn's firstborn,associated_with,542,ring of the sun's firstborn,The ring enhances miracles and represents his forgotten legacy.,artifact
916,lord gwyn's firstborn,stripped_of,1350,divine status,Cast out from the pantheon for transgression; name erased from history.,event
917,yulva,member_of,892,sealers of new londo,One of the crimson-robed sorcerers who sealed away the abyss in New Londo.,affiliation
917,yulva,uses,567,remedy,"Practices healing sorceries like Remedy, linked to her mission of purification.",combat
917,yulva,returned_to,10,blighttown,Rumored to have returned to Blighttown after her duty in New Londo.,geographic
918,salaman,taught_by,782,quelana,Learned pyromancy under Quelana before becoming the Master Pyromancer.,apprenticeship
918,salaman,associated_with,575,great fireball,His pyromantic expertise culminated in powerful spells like Great Fireball.,magic
919,carmina,created,585,iron flesh,Pioneered unique techniques of inner transformation such as Iron Flesh.,creation
919,carmina,created,588,power within,Innovated dangerous self-enhancement pyromancy called Power Within.,creation
920,flame of chaos,created_by,828,witch of izalith,Born of a failed attempt to recreate the First Flame; led to the birth of demons.,origin
920,flame of chaos,watched_by,956,molten giant,Guarded deep in the ruins of Izalith by a fireborn guardian.,lore
920,flame of chaos,corrupted,868,izalith,"The flame consumed the city, twisting its inhabitants into demons.",event
921,first flame,linked_by,71,gwyn,Lord Gwyn sacrificed himself to prolong the Age of Fire through this flame.,event
921,first flame,attempted_to_recreate,828,witch of izalith,The Witch’s failed attempt birthed the Flame of Chaos instead.,event
921,first flame,source_of,1318,divine power,Primordial source of gods’ strength and the beginning of fire.,origin
922,gods,invoked_by,850,clerics,Divine beings whose tales are channeled to cast miracles through faith-based prayer.,lore
923,blades of the darkmoon,serves,761,darkmoon,Covenant knights who act as agents of retribution under Gwyndolin's command.,hierarchy
923,blades of the darkmoon,established_by,964,gwyndolin,Gwyndolin is the founder of this justice-oriented covenant.,hierarchy
923,blades of the darkmoon,hunts,1408,enemies of the lords,Members pursue and punish those deemed traitors to the gods.,role
924,hollow,state_of,804,undead,A condition that Undead fall into over time when they lose purpose or humanity.,descriptive
924,hollow,referenced_in,1351,soul-seeking,Condition often tied to loss of purpose and the diminishing of the soul.,lore
925,old man mcloyf,depicted_on,662,copper coin,Worshipped as the god of medicine and drink; symbolic representation.,symbolic
926,church,hid,707,dark ember,Institution responsible for suppressing knowledge of forbidden power.,event
927,legendary slabs,used_for,1395,reinforcement,Rare slabs used to fully reinforce weapons to their ultimate form.,effect
927,legendary slabs,domain_of,922,gods,Said to be heirlooms or treasures of the divine pantheon.,lore
928,divine blacksmith,forged,1409,weapons,Forged weapons for the Gods using divine embers and legendary materials.,creation
928,divine blacksmith,associated_with,927,legendary slabs,Used these rare materials to craft godly weaponry.,material
929,ancient dragons,source_of,1407,dragon scales,Their bodies are tied to the source and power of dragon scales.,origin
929,ancient dragons,served_by,804,undead,"Some Undead train under them, seeking draconic transformation.",hierarchy
930,apostles of the ancient dragons,seek,1026,perpetuity,Spiritual seekers aiming to transcend humanity by emulating dragons.,goal
931,grave of artorias,sealed_by,1314,crest,"Sacred location protected by a magical barrier, only accessible by certain means.",event
931,grave of artorias,sought_by,1241,adventurers,A legendary site visited by many hoping to uncover its secrets.,event
932,maidens,imprisoned_in,34,duke's archives,Countless women once held captive within the tower.,lore
933,annex,part_of,36,painted world of ariamis,A section of the Painted World used for storage and secrets.,geographic
934,mysterious knight,aided,935,chosen undead,Dropped a corpse with a key into the cell to assist the Chosen Undead.,event
935,chosen undead,carries,734,big pilgrim's key,Undead pilgrim who begins the journey with this key.,object_association
935,chosen undead,bears,750,lordvessel,"Destined bearer of the Lordvessel, chosen to succeed Gwyn.",role
936,pilgrimage,performed_by,935,chosen undead,Journey undertaken as part of their fate.,lore
937,kindling,increases,630,estus flask,Sacred rite that boosts bonfire effectiveness via humanity.,effect
937,kindling,tied_to,850,clerics,"Originally a clerical rite, later adopted by Undead.",origin
938,age of ancients,preceded,940,disparity,An era before fire introduced contrasts like life/death.,timeline
939,everlasting dragons,dominated,938,age of ancients,Ancient beings with immortal stone scales.,lore
940,disparity,introduced_by,824,fire,"Fire brought division: light/dark, life/death.",conceptual
941,furtive pygmy,found,966,dark soul,Forgotten being said to be the ancestor of humanity.,origin
941,furtive pygmy,ancestor_of,681,humanity,"Bearer of the Dark Soul, origin of humankind.",mythical
942,age of fire,follows,938,age of ancients,"Era that followed the Age of Ancients, started by the Lords",timeline
942,age of fire,sustained_by,71,gwyn,"Gwyn linked the Fire to extend this age, creating order and light",lore
943,juniper,mentioned_by,758,chester,Used humorously as an idiomatic or personal reference,reference
944,mushroom,refers_to,764,elizabeth,Large sentient mushroom who aids the player in Oolacile Sanctuary,descriptive
945,toothy serpent,deceived,869,oolacile,Manipulated the people of Oolacile into disturbing the grave of the primeval man,event
946,primeval man,disturbed_by,869,oolacile,"His grave was disturbed by the people of Oolacile, causing catastrophe",event
947,lord's blade,title_of,759,ciaran,Designation of Ciaran as an assassin under Lord Gwyn,hierarchy
948,crow,transported,935,chosen undead,"Carried the curled-up player, suggesting mystical transport",event
949,godmother of pyromancy,admired_by,1377,pyromancer,Revered by a follower who journeyed to Blighttown,lore
950,m'lady,accompanied_by,1207,followers,"Travels with Vince and Nico, possibly clerics or pilgrims",lore
951,remedician,resides_in,4,new londo,"Healer mentioned in legends, possibly ghostly or symbolic",lore
952,regal archives,location_of,1123,seath's forbidden research,Location where Seath pursued forbidden research on immortality and profound sorcerous knowledge.,lore
952,regal archives,sought_by,774,logan,Logan sought the archives for their legendary sorcerous knowledge.,lore
952,regal archives,mentioned_by,769,griggs,Griggs aspires to reach the archives to gain Logan's recognition.,reference
953,crystal golem,imprisoned,40,dusk,The golem imprisoned Dusk in a distorted plane of existence.,event
954,oolacile sorceries,contrasted_with,1167,modern sorcery,"Seen as an older, less precise form of magic compared to modern sorcery.",comparison
1445,abyss creature,attacked,40,dusk,Abyss-associated entity that assaulted Dusk in the past.,event
1445,abyss creature,required_aid_from,58,artorias,Defeating the Abyss creature required intervention from Artorias.,combat
955,our fair lady,served_by,763,eingyi,Eingyi is devoted to and serves the Fair Lady out of reverence and concern.,devotion
957,blightpus,consumed_by,955,our fair lady,"She consumed the toxic Blightpus to ease Eingyi's suffering, against Quelaag's orders.",sacrifice
958,primeval human,abducted,40,dusk,The Primeval Human is blamed for abducting Dusk and spreading the Abyss.,event
959,firelink chamber,location_for,750,lordvessel,The chamber is the site where the successor must place the Lordvessel.,lore
960,the duke,referenced_by,767,giantsmith,The Duke is mentioned by the Giantsmith as the source of a shiny item used for forging.,reference
961,dark of the abyss,threatens,869,oolacile,"A consuming darkness associated with Manus, which endangers Oolacile.",threat
962,wood carving,admired_by,768,gough,considered a form of refined artistic expression by Hawkeye Gough,descriptive
963,logan's sorcery,developed_by,774,big hat logan,created in pursuit of ultimate magical truth and defiance of orthodoxy,creation
963,logan's sorcery,classified_as,1249,advanced sorceries,considered heretical and powerful within the magical hierarchy,magic
964,dark sun,title_of,964,gwyndolin,self-designation as the last son of Gwyn and tomb guardian,descriptive
965,guardian of the seal,title_of,771,ingward,refers to Ingward’s role in protecting New Londo and the Four Kings,descriptive
965,guardian of the seal,duty_to,72,four kings,tasked with sealing and containing their threat in New Londo,role
966,dark soul,found_by,941,furtive pygmy,identified as the unique soul claimed by the progenitor of humanity,lore
966,dark soul,associated_with,1246,humans,seen as the source of humanity and central to the Age of Dark,lore
967,age of dark,succeeds,942,age of fire,destined to follow the First Flame’s fading in the world’s cycle,lore
967,age of dark,supported_by,772,darkstalker kaathe,advocated as the rightful age for humanity by Kaathe,lore
967,age of dark,associated_with,966,dark soul,defined by the influence of the Dark Soul and its human origins,lore
968,maiden thorolund,mentioned_by,47,lautrec,described by Lautrec as vulnerable and carrying humanity,reference
969,primordial crystal,grants,68,seath,source of Seath’s immortality hidden in the Crystal Forest,magic
969,primordial crystal,located_in,970,crystal forest,stored deep within the Archives’ inner garden,location
970,crystal forest,part_of,952,regal archives,functions as the inner sanctuary of the Archives,location
971,house of thorolund,lineage_of,783,reah,noble family from which Reah descends,descriptive
971,house of thorolund,associated_with,850,clerics,connected to clerical missions and faith traditions,lore
971,house of thorolund,involved_in,1300,undead missions,supports clerics in ventures like kindling and miracle use,role
972,giant's coffin,location_where,783,reah,"Reah falls from this structure in the Catacombs, indicating its pivotal spatial role.",location-entity
973,dragon school,taught,774,big hat logan,The Dragon School from Vinheim is noted as the place where Big Hat Logan learned sorcery.,educational
974,lin,mentioned_by,787,siegmeyer,"Lin is referenced by Siegmeyer with emotional weight, possibly indicating a personal relation.",dialogue-inferred
975,tomb of the gravelord,mentioned_by,39,solaire,"Solaire refers to this tomb while considering his journey, suggesting it as a place of interest.",dialogue-location
976,yulia,named_by,788,undeadman,"Yulia is affectionately addressed by an Undeadman, though her true nature is ambiguous.",ambiguous-entity
977,darkroot wood,led_by,792,alvina,Alvina leads a group of hunters defending the forest and the grave of Artorias.,leadership
978,divine weapons,created_with,1434,divine embers,"These weapons require divine embers, suggesting a forging relation tied to holy properties.",crafting
979,black ember,intrigues,794,andre,"Andre expresses fascination with the mysterious Black Ember, which is unknown to him.",character-object
